SURNAME,TRIBE/ETHNIC GROUP,RA Confidence Level
MUGUMU,kikuyu,2
MUGUNDE,luhya,3
MUGUONGO,kisii,3
MUGURU,kikuyu,3
MUGUTHA,kikuyu,1
MUGWANG'A,luhya,2
MUGWAYE,kamba,1
MUGWEI,kalenjn,2
MUGWERU,meru,3
MUGWIKA  '     R,kikuyu,1
MUGWIRA,meru,3
MUGWONGO,kisii,1
MUGWUKU,kikuyu,3
MUHADIA,luhya,1
MUHAJI,luhya,1
MUHALI,luhya,3
MUHALIA,luhya,3
MUHAMAD,muslim,3
MUHAMBE,luhya,3
MUHAMBI,luhya,3
MUHAMED,muslim,3
MUHAMI,kikuyu,1
MUHAMMED,muslim,3
MUHANDA,luhya,3
MUHANDACHI,luhya,3
MUHANDAJI,luhya,1
MUHANDALE,taita,2
MUHANDARIA,luhya,2
MUHANDE,meru,3
MUHANDIA,luhya,3
MUHANDO,luhya,1
MUHANGANI,luhya,2
MUHANJI,luhya,3
MUHANZI,luhya,1
MUHARA,kikuyu,2
MUHARI,kikuyu,2
MUHARU,kikuyu,3
MUHASO,luhya,1
MUHATIA,luhya,3
MUHAYA,luhya,3
MUHEMBELE,luhya,1
MUHEMBELI,luhya,2
MUHENJE,luhya,3
MUHERIA,kikuyu,3
MUHIA,kikuyu,3
MUHIAA,kikuyu,3
MUHIATO,luhya,3
MUHIKA,luhya,2
MUHIMA,luhya,2
MUHIMED,arab,3
MUHINDA,luhya,3
MUHINGI,kamba,1
MUHINJA,luhya,2
MUHINYIA,kikuyu,1
MUHITA,kikuyu,2
MUHITSI,luhya,2
MUHIU,kikuyu,1
MUHIZI,luhya,3
MUHOCHI,kisii,2
MUHOHO,kikuyu,3
MUHOI,kikuyu,3
MUHOLI,luhya,1
MUHOLO,kikuyu,3
MUHONGO,luhya,3
MUHONJA,luhya,1
MUHORIJA,luhya,3
MUHOTA,kikuyu,2
MUHOTIE,kikuyu,2
MUHUGA,luhya,2
MUHUHA,kikuyu,3
MUHUHOKO,luhya,1
MUHUHU,kikuyu,3
MUHUKO,luhya,1
MUHULAH,arab,1
MUHUMED,muslim,3
MUHUNI,swahili,3
MUHURI,swahili,3
MUHUSA,luhya,1
MUHUTSANI,luhya,2
MUHUYI,meru,3
MUHWAYA,luhya,3
MUIA,kikuyu,2
MUIA      M,kikuyu,2
MUIAGI,kikuyu,2
MUIGA,kikuyu,2
MUIGAI         P,kikuyu,3
MUIGAIV,kikuyu,3
MUIGANU,kikuyu,3
MUIGO,kikuyu,2
MUIGU,kikuyu,3
MUIHURA,kikuyu,2
MUIIURI,kikuyu,2
MUIKIAH,kikuyu,3
MUIMI,luhya,2
MUINCHI,kisii,1
MUINDE   ',kamba,2
MUINDI,luhya,2
MUINDU,kikuyu,1
MUINGI,kikuyu,1
MUINGU,meru,1
MUIRIA,kikuyu,3
MUIRORI,kikuyu,1
MUIRU,kikuyu,3
MUIRU        ',kikuyu,3
MUIRU L,kikuyu,3
MUIRURI,kikuyu,3
MUIRURI G,kikuyu,3
MUISEWA,kamba,1
MUITE,kikuyu,3
MUITHA,kikuyu,1
MUITHE,kikuyu,3
MUITHERERO,meru,3
MUITHI,kamba,2
MUITHYA,kamba,3
MUITI,kamba,3
MUITIMU,kikuyu,3
MUITOON,kalenjin,3
MUITTA,kikuyu,3
MUITUKU,kamba,1
MUIU,kamba,3
MUIYA,kikuyu,3
MUJEMA,luhya,1
MUJERA,luhya,3
MUJIDI,luhya,3
MUJIMBA,luhya,2
MUJIVANE,luhya,3
MUJUKANE,taita,2
MUKA,luhya,2
MUKABI,luhya,3
MUKABURU,mijikenda,3
MUKABWA,taita,1
MUKADI,luhya,3
MUKAH,luhya,3
MUKAISI,luhya,1
MUKAITI,luhya,2
MUKALA,luhya,2
MUKALAMA,luhya,3
MUKALI,luhya,2
MUKALLA,taita,2
MUKALUSHI,luhya,3
MUKAMBE,luhya,1
MUKAND,luhya,1
MUKANDI,kamba,2
MUKANDURA,kikuyu,1
MUKANG,luhya,3
MUKANGA,luhya,3
MUKANGAI,meru,1
MUKANGALA,luhya,3
MUKANGI,luhya,3
MUKANGU,luhya,3
MUKANGULA,luhya,3
MUKANIA,luhya,1
MUKANJI,kikuyu,2
MUKANZI,taita,1
MUKAPE,luhya,3
MUKARA,kisii,1
MUKARIA  '     R,meru,2
MUKASA,luhya,3
MUKASI,luhya,2
MUKASIALI,luhya,3
MUKATHA,kamba,2
MUKAVANA,luhya,2
MUKAVANE,luhya,3
MUKAVE,kamba,3
MUKAVI,kamba,2
MUKEBE,swahili,3
MUKEIRA,meru,3
MUKEKA,swahili,3
MUKEKE,luhya,1
MUKEL,kalenjin,1
MUKEMBU,tharaka,2
MUKENGA,luhya,1
MUKENKA,kisii,2
MUKENYA,luhya,3
MUKENYI,luhya,3
MUKEPE,luhya,3
MUKET,kalenjin,1
MUKETAI,meru,2
MUKEU,kamba,3
MUKEYANG,nubi,2
MUKHABALI,luhya,3
MUKHABI,luhya,3
MUKHABU,luhya,1
MUKHALA,luhya,3
MUKHALAKHA,luhya,2
MUKHALISI,luhya,3
MUKHALU,luhya,2
MUKHAMIA,luhya,3
MUKHAVI,luhya,3
MUKHAYA,luhya,3
MUKHEBI,luhya,3
MUKHOBE,luhya,3
MUKHOLI,kamba,1
MUKHOMA,luhya,3
MUKHOMBE,luhya,3
MUKHONGI,luhya,2
MUKHONGO,taita,2
MUKHONJE,luhya,3
MUKHONO,luhya,1
MUKHONYE,luhya,2
MUKHOVELO,luhya,3
MUKHOVERO,luhya,3
MUKHOYONGO,luhya,1
MUKHUKA,luhya,3
MUKHULA,luhya,3
MUKHUMU,luhya,2
MUKHUNYA,luhya,3
MUKHUYU,luhya,3
MUKHWAMI,luhya,1
MUKHWANA,luhya,3
MUKHWANDALA,luhya,3
MUKHWENDE,luhya,3
MUKHWESO,luhya,3
MUKIIRA,meru,3
MUKIIRI,meru,2
MUKILA,mijikenda,3
MUKILI,kamba,2
MUKILIMA,luhya,2
MUKILYA,kamba,1
MUKINDIA,meru,3
MUKINDIA       N,meru,2
MUKINISU,luhya,3
MUKIO,kamba,1
MUKIRI,kikuyu,3
MUKIRIA,meru,3
MUKISA,luhya,1
MUKITA,luhya,2
MUKITE,luhya,3
MUKOBWA,luhya,3
MUKODO,luhya,3
MUKOETARA,meru,3
MUKOGOSI,luhya,3
MUKOITI,kamba,1
MUKOKINYA,kikuyu,1
MUKOKO,kamba,3
MUKOLA,kamba,2
MUKOLATI,luhya,2
MUKOLI,luhya,1
MUKOLO,luhya,2
MUKOLONGOLO,luhya,3
MUKOLWA,luhya,2
MUKOLYA,kamba,1
MUKOMA,kamba,1
MUKOMARI,meru,2
MUKOMAUA,meru,2
MUKOMI,kikuyu,3
MUKOMUNENE,kikuyu,2
MUKONAMBI,luhya,3
MUKONCHAU,taita,3
MUKONGO,luhya,2
MUKONYA,embu,2
MUKONYI,kamba,2
MUKONYOLE,luhya,3
MUKORI,meru,3
MUKOTO,luhya,1
MUKOTSA,luhya,3
MUKOVERO,luhya,3
MUKOYA,luhya,3
MUKOYANDALI,luhya,3
MUKOYANI,luhya,3
MUKOYE,kikuyu,3
MUKOYONJO,luhya,3
MUKU,kamba,1
MUKUA,kikuyu,3
MUKUBALI,mijikenda,1
MUKUBIA,kikuyu,1
MUKUHI,kikuyu,3
MUKUI,kamba,3
MUKULO,luhya,1
MUKULU,kamba,1
MUKUMBU,kikuyu,3
MUKUMU,meru,2
MUKUMWA,luhya,1
MUKUNDYA,luhya,2
MUKUNE,kamba,2
MUKUNGA,luhya,3
MUKUR,kalenjin,2
MUKURU,kikuyu,3
MUKURU K,kikuyu,3
MUKUT,samburu,1
MUKUTHAI,meru,2
MUKUTI,kamba,2
MUKUVA,kamba,1
MUKUVI,kamba,2
MUKUVU,kamba,1
MUKUYU,kikuyu,1
MUKUYU        R,kikuyu,3
MUKWANJERU,embu,2
MUKWATE,luhya,2
MUKWAYA,luhya,2
MUKWEKWE,luhya,1
MULABU,luhya,3
MULAE,kamba,3
MULAGE,luhya,1
MULAHA,luhya,3
MULAKI,kamba,2
MULALA,luhya,3
MULALAI,kamba,1
MULALI,kamba,2
MULAMA       ',luhya,3
MULANDI  ',kamba,3
MULANDO,meru,2
MULANI,taita,2
MULANYI,luhya,3
MULATYA,kamba,3
MULAV,luhya,3
MULAVI,luhya,3
MULAVU,kamba,3
MULE NGALA,kamba,3
MULEE,luhya,1
MULEHI,luhya,3
MULEI,kamba,3
MULEKANO,luhya,3
MULEKE,kamba,3
MULEKYA,luhya,1
MULELE,meru,3
MULENDU,luhya,3
MULENI,kamba,1
MULERA,luhya,3
MULEU,kamba,3
MULEVU,luhya,2
MULEWA,luhya,1
MULEYI,luhya,3
MULI,kamba,3
MULI     ',kamba,3
MULI-,kamba,3
MULIA,kamba,3
MULIAKHA,luhya,2
MULIANGA,luhya,1
MULIANGE,kamba,2
MULII,kamba,3
MULIKE,kamba,1
MULIKI,kamba,2
MULIKO,luhya,2
MULIKU,luhya,3
MULILA,luhya,3
MULILO,luhya,2
MULIME,kamba,2
MULIMI,kamba,3
MULINDA,luhya,3
MULINDATI,luhya,3
MULINDI,kamba,1
MULINDO,luhya,2
MULINGA,luhya,3
MULINGATA,luhya,2
MULINGE,kamba,3
MULINGWA,mijikenda,3
MULIRA,luhya,2
MULIRO,luhya,3
MULIRU,taita,3
MULIUKU,kikuyu,1
MULLA,kamba,2
MULLAA,luhya,3
MULLI,kamba,3
MULOBI,kamba,2
MULOGOSI,luhya,3
MULOKI,kamba,3
MULOLA,luhya,1
MULOMA,luhya,1
MULOMBI,luhya,1
MULONGA,luhya,3
MULONJA,luhya,2
MULONZ A,luhya,1
MULONZI,luhya,3
MULOVI,kamba,3
MULU,kamba,3
MULUBI,luhya,3
MULUDA,luhya,2
MULUKA,kamba,1
MULUKI,kamba,1
MULUKU,luhya,3
MULULA,luhya,1
MULULI,kamba,2
MULULO,luhya,3
MULULU,luhya,2
MULUMANDA,kamba,2
MULUMBA,luhya,2
MULUMBI,luhya,1
MULUMBIZI,luhya,2
MULUMBWA,kamba,3
MULUMIA,luhya,3
MULUNDA,kamba,3
MULUNDI,luhya,1
MULUNGA,kamba,1
MULUNGU,kamba,2
MULUNGYE,kamba,3
MULUSA,luhya,3
MULUSOMBO,luhya,2
MULUVI,luhya,1
MULWA,kalenjin,3
MULWANI,luhya,3
MULWO,kalenjin,2
MULWONI,luhya,1
MULYANGA,luhya,3
MULYUNG,masai,1
MUMALO,luhya,3
MUMANANI,luhya,3
MUMANI,kisii,2
MUMANJI,luhya,3
MUMBE,kamba,2
MUMBERE,mbeere,2
MUMBI,kikuyu,3
MUMBU,kikuyu,1
MUMBUA,kamba,3
MUMENYA,tharaka,1
MUMENYI,kisii,3
MUMIA,luo,2
MUMIAH,luo,3
MUMIKO,kamba,2
MUMUVE,embu,1
MUNA,kikuyu,3
MUNABI,meru,2
MUNAI,kamba,3
MUNAKA,kamba,3
MUNANA,luhya,3
MUNANDA,luhya,3
MUNANDALU,luhya,3
MUNANDE,luhya,1
MUNANG'OLI,luhya,3
MUNANGA,meru,2
MUNANIE,luhya,2
MUNANJAU,mbeere,2
MUNANYE,kamba,1
MUNDALU,luhya,1
MUNDANI,mijikenda,1
MUNDIA,kamba,3
MUNDU,luhya,3
MUNDWAI,kamba,2
MUNEE,kamba,3
MUNEKANA,luhya,3
MUNEKANE,luhya,2
MUNENE,kikuyu,3
MUNERA,luhya,3
MUNFNE,kikuyu,3
MUNG'AA,kamba,3
MUNG'AFU,taita,2
MUNG'AHU,embu,2
MUNG'ALA,luhya,3
MUNG'ANYI,luhya,2
MUNG'ARA,kamba,3
MUNG'ARE,kikuyu,2
MUNG'ARI,meru,2
MUNG'ASA,kisii,1
MUNG'ASIA,luhya,3
MUNG'ATHIA,kikuyu,3
MUNG'AU,kisii,1
MUNG'AYI,luhya,2
MUNG'ELI,kamba,3
MUNG'OLA,kamba,3
MUNG'OMA,luhya,3
MUNG'ONI,luhya,3
MUNG'ONO,tharaka,2
MUNG'ORA,meru,2
MUNG'ORI,kikuyu,2
MUNG'OTI,kamba,2
MUNG'WEE,kamba,1
MUNGAI,kikuyu,3
MUNGALA,kamba,2
MUNGALE,kisii,2
MUNGALIZI,luhya,2
MUNGANGI,taita,2
MUNGANIA '     R,kikuyu,2
MUNGAO,kisii,1
MUNGARA,kikuyu,1
MUNGARI,kisii,1
MUNGARU,meru,3
MUNGASI,luhya,2
MUNGASIO,luhya,2
MUNGATHIA,kikuyu,1
MUNGAU,kamba,1
MUNGAVIRA,luhya,3
MUNGEE,meru,1
MUNGELE,kamba,1
MUNGIIRIA,meru,2
MUNGIRI,kikuyu,1
MUNGOYE,kamba,3
MUNGULA,luhya,1
MUNGULUSI,luhya,3
MUNGUNU,kamba,2
MUNGUTHII,meru,2
MUNGUTI,kamba,3
MUNGWANA,swahili,3
MUNIALE,luhya,3
MUNIKA,luhya,2
MUNINI,kikuyu,1
MUNINZWA,luhya,3
MUNIR,muslim,3
MUNIU,meru,2
MUNIUU,kamba,3
MUNJAKU,luhya,1
MUNJAL,arab,2
MUNJALO,luhya,2
MUNJALU,luhya,3
MUNJUGA,luhya,2
MUNJURE,luhya,3
MUNJURI,meru,1
MUNJURU,luhya,3
MUNJUU,luhya,2
MUNNAH,kikuyu,3
MUNOGU,kikuyu,3
MUNOKA,kamba,2
MUNORI,kikuyu,3
MUNOVI,kamba,3
MUNTET,turkana,2
MUNUBE,kamba,1
MUNUBI,luhya,3
MUNUKU,kamba,2
MUNUYA,kamba,3
MUNYAANYI,mijikenda,2
MUNYAGIA,kikuyu,2
MUNYAKA,kikuyu,3
MUNYAKHO,luhya,3
MUNYALA,luhya,2
MUNYALA  '     R,kamba,2
MUNYAMAI,meru,1
MUNYAMBALA,luhya,3
MUNYANE,kamba,3
MUNYANGANE,luhya,3
MUNYANGO,luhya,2
MUNYANYA,luhya,3
MUNYANYI,luhya,1
MUNYANZI,luhya,3
MUNYAO,kamba,2
MUNYAPARI,mijikenda,1
MUNYASIA,kamba,2
MUNYASYA,masai,2
MUNYATIBU,meru,2
MUNYAU,kamba,3
MUNYEGENYE,meru,3
MUNYEKE,kamba,2
MUNYEKENYE,luhya,3
MUNYEKI,kikuyu,2
MUNYEN,kamba,2
MUNYENZE,luhya,3
MUNYERE,kikuyu,3
MUNYES,kamba,3
MUNYETI,kamba,3
MUNYI,kikuyu,3
MUNYIALA,luhya,1
MUNYIKANA,luhya,3
MUNYINGI,kikuyu,1
MUNYINYI,luhya,3
MUNYIRA,luhya,1
MUNYIRI,kikuyu,3
MUNYIVA,kamba,3
MUNYOBI,luhya,3
MUNYOGI,kikuyu,1
MUNYOI,mkamba,2
MUNYOIA,kamba,1
MUNYOKHO,luhya,2
MUNYOLE,luhya,2
MUNYORE,meru,3
MUNYORO,kikuyu,3
MUNYORORO,meru,3
MUNYOTA,kikuyu,3
MUNYOTO,mbeere,2
MUNYU,kikuyu,3
MUNYUA,kikuyu,3
MUNYUAH,kikuyu,2
MUNYUGI,kikuyu,1
MUNYUGU,kamba,3
MUNYUI,kamba,2
MUNYUITHIA,kikuyu,3
MUNYUKA,luhya,1
MUNYUKO,luhya,1
MUNYUT,turkana,1
MUNYUTHE,kamba,3
MUNYW'OKI,kamba,3
MUNYWA,kikuyu,2
MUNYWELE,luhya,2
MUNYWERE,kikuyu,2
MUNYWKI,kikuyu,1
MUNYWOKI,kamba,2
MUNYWOKIM     F,kamba,3
MUNZAA,kamba,3
MUNZALA,luhya,3
MUNZU,luhya,3
MUNZYU,luhya,2
MUOK,luo,3
MUOKA,kamba,2
MUOKI,kamba,3
MUOLA,kamba,1
MUOMBE,kamba,2
MUONYA,luo,3
MUORI,meru,1
MUORIA,meru,2
MUOVI,kamba,2
MUPALIA,luhya,2
MUPANDA,swahili,3
MUPIRA,luhya,3
MURAA,kuria,2
MURABULA,luhya,3
MURAGA,kikuyu,2
MURAGE,kikuyu,3
MURAGURI,kikuyu,3
MURAH,meru,1
MURAKA,meru,3
MURAKH I,embu,1
MURAKHI,luhya,3
MURAMBI,luhya,2
MURANDO,swahili,1
MURANG'A,kikuyu,3
MURANGI,kikuyu,1
MURANJA,luhya,2
MURANJU,luhya,1
MURANYI,kikuyu,1
MURARIA,kikuyu,3
MURARO,kisii,1
MURASI,luhya,3
MURATHA,kikuyu,3
MURATHE,kikuyu,3
MURATHI,kikuyu,3
MURATHIMI,kikuyu,3
MURATHIRI,kikuyu,3
MURBII,orma,2
MURE,kamba,2
MUREA,embu,2
MUREAMBEU,embu,1
MUREBU,kisii,1
MUREGA,kikuyu,2
MUREGE,embu,1
MUREGI,kikuyu,3
MUREITH,kikuyu,3
MUREITHIA,embu,2
MUREIY,kalenjin,3
MUREKEFU,mijikenda,3
MUREMA,kikuyu,1
MUREMBE,luhya,3
MUREMBU,embu,2
MURENDE,kamba,3
MURERE,luhya,3
MURERWA,kikuyu,2
MURET,kalenjin,3
MURETI,kikuyu,1
MUREU,embu,2
MUREY,kalenjin,3
MURGOR,kalenjin,3
MURGUK,,
MURI,meru,2
MURIAIGIRI,kikuyu,3
MURIAINI,kikuyu,3
MURIANKI,meru,3
MURICHU,meru,2
MURIETHI,kikuyu,3
MURIGIA,meru,2
MURIGO,kikuyu,1
MURIGU,meru,2
MURIIRA,meru,1
MURIITH,kikuyu,2
MURIITHI,kikuyu,2
MURIITHIA,meru,1
MURIITHJ,kikuyu,3
MURIKA,kikuyu,1
MURIKU,meru,2
MURIMBA,kamba,1
MURIMI   '   V R,embu,2
MURIMI  CX,kikuyu,3
MURINDA,luhya,1
MURINDI,luhya,3
MURIRI,kikuyu,2
MURIRU,kikuyu,2
MURITHI,kikuyu,3
MURITHI  '     R,kikuyu,3
MURITI,embu,2
MURIU,kikuyu,1
MURIUKI,kikuyu,3
MURIUKI        N,kikuyu,3
MURIUNGI       R,kikuyu,3
MURIYU,kikuyu,3
MURKUKU,kamba,3
MURKWEN,kalenjin,3
MUROKI,kikuyu,3
MUROMBI,luhya,3
MURONGITUTI,meru,3
MURONJI,luhya,3
MURONO,kalenjin,1
MURORI,kikuyu,1
MURREYY,kalenjin,3
MURSI,samburu,2
MURSOI,kalenjin,3
MURUA,kuria,2
MURUAGETI,kikuyu,3
MURUANJAMIO,embu,1
MURUATHI,kikuyu,2
MURUCHE,kikuyu,2
MURUCHENI,luhya,3
MURUCHI,kikuyu,1
MURUGAMI,meru,2
MURUGI,kikuyu,2
MURUGO,meru,2
MURUGU,kikuyu,3
MURUKA,luhya,3
MURULI,luhya,3
MURUMBI,kikuyu,1
MURUMI,kikuyu,1
MURUNDA,luhya,1
MURUNGARU,meru,3
MURUNGI,meru,3
MURUNGU,meru,3
MURURI,kikuyu,2
MURURU,meru,3
MURUSA,kamba,2
MURUTU,luhya,3
MURUYIT,kalenjin,3
MURWE,luhya,3
MUS LWA,kisii,1
MUSA,christian,3
MUSAA,luyha,3
MUSABA,kamba,1
MUSAH,kamba,2
MUSAKALI,luhya,3
MUSAKAME,luhya,3
MUSAKHULU,luhya,3
MUSAKI,luhya,2
MUSALI,luhya,3
MUSALIKU,kamba,1
MUSAMALI,luhya,3
MUSAMIA,luhya,3
MUSANDAGI,mijikenda,1
MUSANGIZA,luyha,1
MUSANGYE,luhya,1
MUSANKA,luhya,2
MUSANYA,luhya,1
MUSANZU,kamba,1
MUSASIA,kamba,2
MUSASIO,kamba,3
MUSAU,kamba,3
MUSAVWA,kamba,2
MUSAWA,luhya,3
MUSAYA,luhya,3
MUSE,luhya,3
MUSEI,kalenjin,2
MUSEMBE,luhya,2
MUSEMBEI,luhya,3
MUSEMBI,kamba,3
MUSEME,kamba,1
MUSENI,luhya,1
MUSENZEAH,luhya,3
MUSERIAN,massai,2
MUSESHI,luhya,3
MUSESYA,kamba,2
MUSETI,luhya,1
MUSEVE,kamba,3
MUSHAAME,taita,2
MUSHEBA,luhya,3
MUSHEE,kamba,2
MUSHENDU,kikuyu,1
MUSHENYE,luhya,3
MUSHIELE,luhya,1
MUSHIMULI,luhya,1
MUSHIRA,kisii,2
MUSHIRI,kikuyu,2
MUSHUKU,luhya,3
MUSIANI,kamba,3
MUSIBI,luhya,3
MUSIEGA,luo,1
MUSIGA,luhya,1
MUSIIRO,luhya,3
MUSIKALI,luhya,3
MUSIKE,luhya,1
MUSIKHU,luhya,3
MUSIKITI,swahili,3
MUSIKOYO,kamba,1
MUSILA,kamba,3
MUSILI        M,kamba,3
MUSILI      T S,kamba,3
MUSILI C,kamba,3
MUSILU,kamba,3
MUSILWA,kamba,2
MUSIMA,kamba,3
MUSINA,kamba,1
MUSINDA,luhya,1
MUSINDAI,luhya,2
MUSINDALO,luhya,3
MUSINGI,swahili,3
MUSINYA,kamba,2
MUSIONZA,kamba,1
MUSIRE,luhya,3
MUSIRI,kikuyu,1
MUSIRU,luhya,3
MUSITIA,luhya,2
MUSITIKHO,luhya,3
MUSITIKHU,luhya,3
MUSITILI,kamba,2
MUSITSA,luhya,3
MUSIU,kamba,3
MUSIUKHA,luyha,2
MUSIVE,kamba,3
MUSIVOGI,luhya,3
MUSIWI,kamba,3
MUSIYIKHU,luhya,1
MUSLOMI,kisii,3
MUSOLIZA,luhya,3
MUSOLO,luhya,3
MUSOMA,luhya,3
MUSOMI,swahili,3
MUSONGA,kikuyu,1
MUSONIK,kalenjin,3
MUSONO,luhya,1
MUSOTA,luhya,1
MUSOZI,kamba,1
MUSSA,muslim,3
MUSTAFA,muslim,3
MUSUA,kamba,3
MUSUI,kamba,3
MUSUJA,luhya,1
MUSUKE,luhya,1
MUSUKHA,luhya,2
MUSUKUNI,luhya,3
MUSUKUT,kalenjn,3
MUSULWA,luhya,2
MUSUMALI,mijikenda,3
MUSUMBA,kamba,2
MUSUMBATE,mijikenda,3
MUSUMBI,kamba,2
MUSUME,kamba,1
MUSUNJI,luhya,2
MUSUNU,luhya,3
MUSUNZA,luhya,3
MUSUNZAJI,luhya,3
MUSUTSI,luhya,3
MUSUU,kamba,3
MUSUYA,,
MUSWA,kamba,1
MUSWANYI,luhya,3
MUSWECH,luhya,3
MUSWII,kamba,1
MUSYA,kisii,1
MUSYEMI,kamba,3
MUSYEMI  '     R,kamba,1
MUSYOK I,kamba,3
MUSYOKAA,kamba,1
MUSYOKI,kamba,3
MUSYONA,kamba,1
MUTABA,embu,2
MUTABARI,kikuyu,2
MUTAE,kamba,2
MUTAHI   C D,kikuyu,3
MUTAKHO,kamba,2
MUTALA,luhya,2
MUTALAKHANI,luhya,1
MUTALI,kamba,2
MUTALIAN,samburu,1
MUTALUNGU,mijikenda,2
MUTAMA,kikuyu,2
MUTAMALE,luhya,3
MUTAMB U,kamba,1
MUTAMBO,kamba,2
MUTAMBU,taita,2
MUTAMBUKI,mijikenda,3
MUTANA,meru,2
MUTANGATI,meru,2
MUTANTHI,meru,1
MUTARO,luhya,1
MUTATHI,kamba,1
MUTATI,luhya,1
MUTAVA,luhya,1
MUTAVAH,kamba,3
MUTAVE,kamba,3
MUTAVUTA,luhya,1
MUTAYI,kamba,3
MUTE,kikuyu,1
MUTEBEI,luhya,3
MUTECHO,luhya,3
MUTEGI,kikuyu,1
MUTEGIH,kikuyu,3
MUTEGO,kikuyu,3
MUTEII,embu,1
MUTEKA,luhya,1
MUTEKHELE,luhya,3
MUTELA,taita,1
MUTEMA,meru,2
MUTEMBETE,luhya,3
MUTEME,luhya,1
MUTEMI,kikuyu,3
MUTENDEU,luhya,1
MUTENGO,kisii,2
MUTENI,kamba,2
MUTENJE,luhya,3
MUTENYO,luhya,3
MUTERU,embu,1
MUTESA,luhya,1
MUTETE,luhya,1
MUTETEI,luhya,3
MUTETHIA,meru,1
MUTETHYA,,
MUTEULE,swahili,3
MUTEVANE,meru,2
MUTEVU,kamba,3
MUTEVU   ',kamba,3
MUTEYI,kamba,2
MUTHAE,kamba,3
MUTHAI,kikuyu,1
MUTHAISU,kamba,3
MUTHAITHI,kikuyu,2
MUTHAKA,kikuyu,1
MUTHAMA  '     R,kikuyu,3
MUTHAMBA,embu,2
MUTHAMI,kamba,1
MUTHAMIA,embu,2
MUTHANDA,kamba,2
MUTHANG A,embu,1
MUTHANGA,meru,2
MUTHANJE,kamba,1
MUTHANJEE,kamba,1
MUTHARA,kikuyu,2
MUTHARE,kikuyu,2
MUTHARIA,meru,2
MUTHEE,kikuyu,3
MUTHEGE,meru,1
MUTHEKA,meru,2
MUTHEMBA,embu,3
MUTHEMBWA,kamba,2
MUTHENGI,meru,2
MUTHERU,kikuyu,3
MUTHEU,kamba,2
MUTHHIANI,meru,3
MUTHI I,kikuyu,2
MUTHIAMI,meru,2
MUTHIANI,kikuyu,3
MUTHIARU,embu,1
MUTHIGA,kikuyu,3
MUTHIGANI,kikuyu,3
MUTHIGE,kikuyu,3
MUTHIGI,meru,3
MUTHII,kikuyu,1
MUTHILI,meru,2
MUTHIMI,embu,1
MUTHINE,luhya,3
MUTHINGU,kikuyu,2
MUTHINI,kikuyu,3
MUTHINZI,kamba,1
MUTHIORI,embu,2
MUTHIRU,kikuyu,2
MUTHITU,kikuyu,3
MUTHODIO,kikuyu,2
MUTHOHI,kikuyu,3
MUTHOI,kamba,3
MUTHOKA,kikuyu,2
MUTHOKI,kamba,3
MUTHOKU,kamba,3
MUTHOMBE,embu,2
MUTHOMI,kikuyu,3
MUTHONDA,kamba,2
MUTHONDIO,kamba,2
MUTHONG'A,kamba,1
MUTHONI       L,kikuyu,3
MUTHONI    BA,kikuyu,3
MUTHOTHO,kikuyu,1
MUTHUBIRA,meru,2
MUTHUE,kamba,1
MUTHUITA,meru,3
MUTHUKIA,meru,3
MUTHUKUI,kikuyu,3
MUTHUMA,meru,3
MUTHUMBI,kikuyu,1
MUTHUNDO,kikuyu,2
MUTHUNGA,kamba,1
MUTHUNGU,meru,2
MUTHUNU,kikuyu,2
MUTHUO,kikuyu,3
MUTHURA,kikuyu,3
MUTHURI  ',embu,2
MUTHURIMI,meru,2
MUTHURU,meru,2
MUTHUSI,kamba,3
MUTHUURI,kikuyu,3
MUTHWII,kikuyu,3
MUTHYOI,kamba,2
MUTIANDII,kamba,1
MUTIBO,kamba,1
MUTICHILO,kisii,1
MUTIE YYZ,kikuyu,3
MUTIGA,kamba,2
MUTIGAH,kikuyu,1
MUTII,kamba,2
MUTIKAYO,luhya,2
MUTIKI,kamba,2
MUTILE,kamba,1
MUTILICHI,luhya,3
MUTILO,kamba,1
MUTIMBA,kamba,3
MUTINDA,kamba,3
MUTINDAH,kamba,3
MUTINDAI,luhya,1
MUTINDI,kamba,2
MUTING'A,kamba,1
MUTING'AU,kisii,3
MUTINGA,kamba,2
MUTINGESHA,meru,1
MUTIO,kamba,3
MUTIRI,kikuyu,3
MUTIRIMU,kikuyu,2
MUTISO,kamba,3
MUTISO        P,kamba,3
MUTISYA,kamba,3
MUTISYA AM,kamba,3
MUTITHI,kikuyu,2
MUTITI,kamba,2
MUTIVA,kamba,3
MUTOKA,kamba,3
MUTOKAA,kalenjin,3
MUTOKI,kamba,2
MUTOMA,kamba,2
MUTONDAKA,kamba,1
MUTONGA,kikuyu,3
MUTONGOI,luhya,3
MUTONGU,embu,21
MUTONYA,kamba,1
MUTONYI,kikuyu,2
MUTOONI,kamba,2
MUTOTHORI,kikuyu,1
MUTOTO,luhya,3
MUTSAI,kalenjin,2
MUTSAMI,luhya,3
MUTSANZU,luhya,2
MUTSIEKA,luhya,3
MUTSIMI,kamba,2
MUTSOLI,luhya,2
MUTSUMI,kamba,1
MUTTAMA,taita,1
MUTTU,kamba,1
MUTUAA,kamba,3
MUTUARADU,embu,3
MUTUARUCIU,meru,3
MUTUARUHIU,meru,2
MUTUBACHI,luhya,3
MUTUBI,kikuyu,3
